caseid,processname,processversion,archiveddate,status
75769,VzBLDMajorTransportPool,1.6.3.1.8,30/03/2018_05:04:45;,delete
78096,VNSP_WF_ORDER_COLLECTION,1.2,30/03/2018_05:33:20;,delete
78102,VNSP_WF_PURGE_VNF_DB,1,30/03/2018_05:48:32;,delete
78103,VNSP_WF_ORDER_COLLECTION,1.2,30/03/2018_05:50:49;,delete
78107,VNSP_WF_PURGE_VNF_DB,1,30/03/2018_06:03:15;,delete
78109,VNSP_WF_ORDER_COLLECTION,1.2,30/03/2018_06:05:08;,delete
78112,VNSP_WF_PURGE_VNF_DB,1,30/03/2018_06:11:05;,delete
78115,VNSP_WF_ORDER_COLLECTION,1.2,30/03/2018_06:20:17;,delete
78119,Project_Creation,1.6.0.6,30/03/2018_06:31:56;,delete
77731,Project_Creation,1.6.0.6,30/03/2018_06:33:03;,delete
77732,Project_Creation,1.6.0.6,30/03/2018_06:33:58;,delete
78122,Project_Creation,1.6.0.6,30/03/2018_07:02:18;,delete
78124,Project_Creation,1.6.0.6,30/03/2018_08:33:50;,delete
77769,Project_Creation,1.6.0.6,30/03/2018_08:38:30;,delete
77771,Project_Creation,1.6.0.6,30/03/2018_08:38:30;,delete
77772,Project_Creation,1.6.0.6,30/03/2018_08:38:31;,delete
78139,Project_Creation,1.6.0.6,30/03/2018_08:38:32;,delete
77828,Project_Creation,1.6.0.6,30/03/2018_08:38:59;,delete
78140,Project_Creation,1.6.0.6,30/03/2018_08:39:06;,delete
77843,Project_Creation,1.6.0.6,30/03/2018_08:40:16;,delete
77859,Project_Creation,1.6.0.6,30/03/2018_08:40:33;,delete
77874,Project_Creation,1.6.0.6,30/03/2018_08:41:39;,delete
77890,Project_Creation,1.6.0.6,30/03/2018_08:46:04;,delete
78156,Project_Creation,1.6.0.6,30/03/2018_08:56:32;,delete
78176,Project_Creation,1.6.0.6,30/03/2018_08:59:13;,delete
77907,Project_Creation,1.6.0.6,30/03/2018_08:59:55;,delete
66221,OneAccessFlowPool,9,30/03/2018_09:02:58;,delete
18203,OneAccessFlowPool,8.4.4,30/03/2018_09:23:23;,delete
77909,AddUser,1.0.6,30/03/2018_09:28:17;,delete
77911,Project_Creation,1.6.0.6,30/03/2018_09:56:09;,delete
77912,Project_Creation,1.6.0.6,30/03/2018_09:56:13;,delete
78198,Project_Creation,1.6.0.6,30/03/2018_10:09:15;,delete
77914,Project_Creation,1.6.0.6,30/03/2018_10:09:17;,delete
78203,Project_Creation,1.6.0.6,30/03/2018_10:09:20;,delete
77921,Project_Creation,1.6.0.6,30/03/2018_10:09:27;,delete
77936,Project_Creation,1.6.0.6,30/03/2018_10:09:47;,delete
77951,Project_Creation,1.6.0.6,30/03/2018_10:10:14;,delete
77952,Project_Creation,1.6.0.6,30/03/2018_10:13:19;,delete
77969,Project_Creation,1.6.0.6,30/03/2018_10:14:14;,delete
77986,Project_Creation,1.6.0.6,30/03/2018_10:21:23;,delete
78212,Project_Creation,1.6.0.6,30/03/2018_10:26:11;,delete
78213,Project_Creation,1.6.0.6,30/03/2018_10:26:11;,delete
78214,Project_Creation,1.6.0.6,30/03/2018_10:26:11;,delete
78216,Project_Creation,1.6.0.6,30/03/2018_10:26:12;,delete
78217,Project_Creation,1.6.0.6,30/03/2018_10:26:12;,delete
78224,Project_Creation,1.6.0.6,30/03/2018_10:26:15;,delete
79041,VzBLDMajorTransportPool,1.6.3.1.8,30/03/2018_10:26:34;,delete
79055,CancelNFIDProcess,1.6.8,30/03/2018_10:26:34;,delete
78253,Project_Creation,1.6.0.6,30/03/2018_10:27:04;,delete
78396,Project_Creation,1.6.0.6,30/03/2018_11:39:35;,delete
79274,VzBLDMajorTransportPool,1.6.3.1.8,30/03/2018_11:41:26;,delete
79289,CancelNFIDProcess,1.6.8,30/03/2018_11:41:26;,delete
78397,VNSP_WF_DELETE_NETWORKS,1.3,30/03/2018_11:58:55;,delete
78398,Project_Creation,1.6.0.6,30/03/2018_12:19:32;,delete
79290,Project_Creation,1.6.0.6,30/03/2018_12:19:35;,delete
78399,OOFVendorDocProcessing,5.6,30/03/2018_12:21:52;,delete
79291,Project_Creation,1.6.0.6,30/03/2018_12:28:29;,delete
79293,Project_Creation,1.6.0.6,30/03/2018_12:29:20;,delete
79295,Project_Creation,1.6.0.6,30/03/2018_12:29:22;,delete
78402,Project_Creation,1.6.0.6,30/03/2018_12:29:26;,delete
79296,OOFVendorDocProcessing,5.6,30/03/2018_12:32:42;,delete
78403,VNSP_WF_PURGE_VNF_DB,1,30/03/2018_12:38:22;,delete
78404,VNSP_WF_SYNC_ESP_CREDS,1.2,30/03/2018_12:42:33;,delete
78405,VNSP_WF_SYNC_ESP_CREDS,1.2,30/03/2018_12:42:37;,delete
78406,Project_Creation,1.6.0.6,30/03/2018_13:16:09;,delete
78407,Project_Creation,1.6.0.6,30/03/2018_13:16:12;,delete
78409,VNSP_WF_SYNC_ESP_CREDS,1.2,30/03/2018_13:16:32;,delete
79301,Project_Creation,1.6.0.6,30/03/2018_13:58:56;,delete
79308,Project_Creation,1.6.0.6,30/03/2018_14:09:42;,delete
79316,Project_Creation,1.6.0.6,30/03/2018_14:09:43;,delete
79336,Project_Creation,1.6.0.6,30/03/2018_14:09:46;,delete
79345,Project_Creation,1.6.0.6,30/03/2018_14:10:04;,delete
79346,Project_Creation,1.6.0.6,30/03/2018_14:10:04;,delete
79353,Project_Creation,1.6.0.6,30/03/2018_14:10:08;,delete
79390,Project_Creation,1.6.0.6,30/03/2018_14:12:04;,delete
79397,Project_Creation,1.6.0.6,30/03/2018_14:13:14;,delete
78421,Project_Creation,1.6.0.6,30/03/2018_14:13:34;,delete
78424,Project_Creation,1.6.0.6,30/03/2018_14:13:35;,delete
78427,Project_Creation,1.6.0.6,30/03/2018_14:13:40;,delete
78420,VNSP_WF_ORDER_PROVISIONING_WB,1.6,30/03/2018_14:13:43;,delete
78514,CancelNFIDProcess,1.6.8,30/03/2018_14:32:12;,delete
79450,CancelNFIDProcess,1.6.8,30/03/2018_14:33:08;,delete
79457,Project_Creation,1.6.0.6,30/03/2018_14:35:37;,delete
78538,Project_Creation,1.6.0.6,30/03/2018_14:35:37;,delete
79471,Project_Creation,1.6.0.6,30/03/2018_14:36:53;,delete
78540,OOFVendorDocProcessing,5.6,30/03/2018_14:36:54;,delete
79480,Project_Creation,1.6.0.6,30/03/2018_14:39:16;,delete
79482,Project_Creation,1.6.0.6,30/03/2018_14:40:20;,delete
78642,Project_Creation,1.6.0.6,30/03/2018_14:44:59;,delete
79497,Project_Creation,1.6.0.6,30/03/2018_14:45:11;,delete
79519,Project_Creation,1.6.0.6,30/03/2018_14:45:38;,delete
79530,Project_Creation,1.6.0.6,30/03/2018_14:45:40;,delete
78678,Project_Creation,1.6.0.6,30/03/2018_14:47:32;,delete
79520,VzBLDMajorTransportPool,1.6.3.1.8,30/03/2018_14:47:35;,delete
79556,CancelNFIDProcess,1.6.8,30/03/2018_14:47:35;,delete
79559,Project_Creation,1.6.0.6,30/03/2018_14:48:28;,delete
79565,Project_Creation,1.6.0.6,30/03/2018_14:49:27;,delete
78703,Project_Creation,1.6.0.6,30/03/2018_14:49:27;,delete
78715,Project_Creation,1.6.0.6,30/03/2018_14:49:38;,delete
78732,Project_Creation,1.6.0.6,30/03/2018_14:50:05;,delete
78734,Project_Creation,1.6.0.6,30/03/2018_14:50:11;,delete
78765,Project_Creation,1.6.0.6,30/03/2018_14:52:10;,delete
78818,Project_Creation,1.6.0.6,30/03/2018_15:02:25;,delete
79612,Project_Creation,1.6.0.6,30/03/2018_15:11:28;,delete
79640,Project_Creation,1.6.0.6,30/03/2018_15:34:09;,delete
78864,Project_Creation,1.6.0.6,30/03/2018_15:56:13;,delete
78865,Project_Creation,1.6.0.6,30/03/2018_15:56:16;,delete
78867,VNSP_WF_PURGE_VNF_DB,1,30/03/2018_16:06:00;,delete
78871,VNSP_WF_PURGE_VNF_DB,1,30/03/2018_16:24:16;,delete
79647,AddUser,1.0.6,30/03/2018_16:27:26;,delete
78876,VNSP_WF_DELETE_NS,1.2,30/03/2018_17:04:36;,delete
78880,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,30/03/2018_17:23:26;,delete
78881,VNSP_WF_SYNC_ESP_CREDS,1.2,30/03/2018_17:42:31;,delete
78882,Project_Creation,1.6.0.6,30/03/2018_17:52:46;,delete
79650,Project_Creation,1.6.0.6,30/03/2018_17:59:04;,delete
79652,Project_Creation,1.6.0.6,30/03/2018_18:03:32;,delete
79654,Project_Creation,1.6.0.6,30/03/2018_18:05:41;,delete
78885,VNSP_WF_DELETE_NS,1.2,30/03/2018_18:34:57;,delete
78887,VNSP_WF_DELETE_NETWORKS,1.3,30/03/2018_18:38:49;,delete
78889,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,30/03/2018_18:42:50;,delete
78891,Project_Creation,1.6.0.6,30/03/2018_21:56:33;,delete
78893,Project_Creation,1.6.0.6,30/03/2018_21:56:37;,delete
78895,CancelNFIDProcess,1.6.8,30/03/2018_22:12:37;,delete
78896,CancelNFIDProcess,1.6.8,30/03/2018_22:13:36;,delete
78897,Project_Creation,1.6.0.6,31/03/2018_03:56:40;,delete
78898,Project_Creation,1.6.0.6,31/03/2018_03:56:45;,delete
79658,Project_Creation,1.6.0.6,31/03/2018_08:32:12;,delete
79673,Project_Creation,1.6.0.6,31/03/2018_08:35:50;,delete
78908,Project_Creation,1.6.0.6,31/03/2018_08:35:59;,delete
79674,Project_Creation,1.6.0.6,31/03/2018_08:35:59;,delete
78914,Project_Creation,1.6.0.6,31/03/2018_08:36:09;,delete
78922,Project_Creation,1.6.0.6,31/03/2018_08:36:11;,delete
78937,Project_Creation,1.6.0.6,31/03/2018_08:53:41;,delete
78938,Project_Creation,1.6.0.6,31/03/2018_08:53:41;,delete
78939,Project_Creation,1.6.0.6,31/03/2018_08:53:41;,delete
78940,Project_Creation,1.6.0.6,31/03/2018_08:53:41;,delete
78941,Project_Creation,1.6.0.6,31/03/2018_08:53:41;,delete
78942,Project_Creation,1.6.0.6,31/03/2018_08:53:41;,delete
78943,Project_Creation,1.6.0.6,31/03/2018_08:53:41;,delete
79761,Project_Creation,1.6.0.6,31/03/2018_09:15:40;,delete
79776,Project_Creation,1.6.0.6,31/03/2018_09:56:11;,delete
79778,Project_Creation,1.6.0.6,31/03/2018_09:56:20;,delete
79000,Project_Creation,1.6.0.6,31/03/2018_10:09:11;,delete
79779,Project_Creation,1.6.0.6,31/03/2018_10:09:27;,delete
79782,Project_Creation,1.6.0.6,31/03/2018_10:09:29;,delete
79794,Project_Creation,1.6.0.6,31/03/2018_10:09:30;,delete
79812,Project_Creation,1.6.0.6,31/03/2018_10:09:34;,delete
79824,Project_Creation,1.6.0.6,31/03/2018_10:09:37;,delete
79830,Project_Creation,1.6.0.6,31/03/2018_10:09:39;,delete
79853,Project_Creation,1.6.0.6,31/03/2018_10:10:34;,delete
80017,Project_Creation,1.6.0.6,31/03/2018_10:25:50;,delete
80021,Project_Creation,1.6.0.6,31/03/2018_10:26:09;,delete
80248,Project_Creation,1.6.0.6,31/03/2018_13:26:17;,delete
83063,Project_Creation,1.6.0.6,31/03/2018_13:26:22;,delete
83072,Project_Creation,1.6.0.6,31/03/2018_14:09:12;,delete
83089,Project_Creation,1.6.0.6,31/03/2018_14:09:16;,delete
80251,Project_Creation,1.6.0.6,31/03/2018_14:09:19;,delete
80252,Project_Creation,1.6.0.6,31/03/2018_14:09:21;,delete
83118,Project_Creation,1.6.0.6,31/03/2018_14:09:28;,delete
83141,Project_Creation,1.6.0.6,31/03/2018_14:09:34;,delete
80253,Project_Creation,1.6.0.6,31/03/2018_14:10:04;,delete
80268,Project_Creation,1.6.0.6,31/03/2018_14:10:25;,delete
80283,Project_Creation,1.6.0.6,31/03/2018_14:11:02;,delete
83162,Project_Creation,1.6.0.6,31/03/2018_14:13:48;,delete
80329,CancelNFIDProcess,1.6.8,31/03/2018_14:32:24;,delete
80336,Project_Creation,1.6.0.6,31/03/2018_14:32:38;,delete
80351,CancelNFIDProcess,1.6.8,31/03/2018_14:33:18;,delete
83196,Project_Creation,1.6.0.6,31/03/2018_14:39:24;,delete
80408,Project_Creation,1.6.0.6,31/03/2018_14:39:29;,delete
83197,Project_Creation,1.6.0.6,31/03/2018_14:40:01;,delete
83198,Project_Creation,1.6.0.6,31/03/2018_14:40:29;,delete
83199,Project_Creation,1.6.0.6,31/03/2018_14:40:31;,delete
83200,Project_Creation,1.6.0.6,31/03/2018_14:40:32;,delete
83201,Project_Creation,1.6.0.6,31/03/2018_14:40:33;,delete
83202,Project_Creation,1.6.0.6,31/03/2018_14:40:38;,delete
83203,Project_Creation,1.6.0.6,31/03/2018_14:40:52;,delete
83204,Project_Creation,1.6.0.6,31/03/2018_14:41:04;,delete
83205,Project_Creation,1.6.0.6,31/03/2018_14:41:04;,delete
80407,VzBLDMajorTransportPool,1.6.3.1.8,31/03/2018_14:41:39;,delete
80544,CancelNFIDProcess,1.6.8,31/03/2018_14:41:43;,delete
83220,Project_Creation,1.6.0.6,31/03/2018_14:43:51;,delete
83236,Project_Creation,1.6.0.6,31/03/2018_14:44:45;,delete
83237,Project_Creation,1.6.0.6,31/03/2018_15:03:23;,delete
83252,Project_Creation,1.6.0.6,31/03/2018_16:06:18;,delete
80596,Project_Creation,1.6.0.6,31/03/2018_16:06:24;,delete
80598,Project_Creation,1.6.0.6,31/03/2018_22:01:10;,delete
80599,Project_Creation,1.6.0.6,31/03/2018_22:01:12;,delete
83256,Project_Creation,1.6.0.6,01/04/2018_04:01:38;,delete
80601,Project_Creation,1.6.0.6,01/04/2018_04:01:42;,delete
80602,Project_Creation,1.6.0.6,01/04/2018_08:31:41;,delete
83258,Project_Creation,1.6.0.6,01/04/2018_08:35:57;,delete
83272,Project_Creation,1.6.0.6,01/04/2018_08:36:02;,delete
83288,Project_Creation,1.6.0.6,01/04/2018_08:38:33;,delete
83304,Project_Creation,1.6.0.6,01/04/2018_08:39:04;,delete
83321,Project_Creation,1.6.0.6,01/04/2018_08:39:36;,delete
83320,Project_Creation,1.6.0.6,01/04/2018_08:39:36;,delete
80617,Project_Creation,1.6.0.6,01/04/2018_08:48:33;,delete
80618,Project_Creation,1.6.0.6,01/04/2018_08:48:33;,delete
80619,Project_Creation,1.6.0.6,01/04/2018_08:48:34;,delete
80620,Project_Creation,1.6.0.6,01/04/2018_08:48:36;,delete
80622,Project_Creation,1.6.0.6,01/04/2018_08:48:36;,delete
83365,Project_Creation,1.6.0.6,01/04/2018_09:10:26;,delete
83380,Project_Creation,1.6.0.6,01/04/2018_09:56:23;,delete
83382,Project_Creation,1.6.0.6,01/04/2018_09:56:26;,delete
83384,Project_Creation,1.6.0.6,01/04/2018_10:09:24;,delete
83386,Project_Creation,1.6.0.6,01/04/2018_10:09:24;,delete
83410,Project_Creation,1.6.0.6,01/04/2018_10:09:30;,delete
83411,Project_Creation,1.6.0.6,01/04/2018_10:09:47;,delete
83426,Project_Creation,1.6.0.6,01/04/2018_10:09:56;,delete
80682,Project_Creation,1.6.0.6,01/04/2018_10:59:04;,delete
80683,Project_Creation,1.6.0.6,01/04/2018_10:59:04;,delete
80685,Project_Creation,1.6.0.6,01/04/2018_10:59:04;,delete
80686,Project_Creation,1.6.0.6,01/04/2018_10:59:04;,delete
83558,Project_Creation,1.6.0.6,01/04/2018_13:26:12;,delete
83560,Project_Creation,1.6.0.6,01/04/2018_13:26:16;,delete
80750,Project_Creation,1.6.0.6,01/04/2018_14:09:18;,delete
83562,Project_Creation,1.6.0.6,01/04/2018_14:09:20;,delete
83580,Project_Creation,1.6.0.6,01/04/2018_14:09:26;,delete
83589,Project_Creation,1.6.0.6,01/04/2018_14:09:29;,delete
83599,Project_Creation,1.6.0.6,01/04/2018_14:09:30;,delete
83620,Project_Creation,1.6.0.6,01/04/2018_14:09:40;,delete
80764,Project_Creation,1.6.0.6,01/04/2018_14:09:40;,delete
83623,Project_Creation,1.6.0.6,01/04/2018_14:09:55;,delete
83630,Project_Creation,1.6.0.6,01/04/2018_14:10:17;,delete
83646,Project_Creation,1.6.0.6,01/04/2018_14:11:16;,delete
83653,Project_Creation,1.6.0.6,01/04/2018_14:11:41;,delete
80837,Project_Creation,1.6.0.6,01/04/2018_14:32:08;,delete
80852,CancelNFIDProcess,1.6.8,01/04/2018_14:32:28;,delete
5172,VzBLDMajorTransportPool,1.6.2.9.9,01/04/2018_14:33:25;,delete
80853,CancelNFIDProcess,1.6.8,01/04/2018_14:33:26;,delete
80873,Project_Creation,1.6.0.6,01/04/2018_14:36:15;,delete
83743,Project_Creation,1.6.0.6,01/04/2018_14:36:17;,delete
80875,Project_Creation,1.6.0.6,01/04/2018_14:36:21;,delete
83744,Project_Creation,1.6.0.6,01/04/2018_14:36:26;,delete
83745,Project_Creation,1.6.0.6,01/04/2018_14:36:27;,delete
80950,Project_Creation,1.6.0.6,01/04/2018_14:38:42;,delete
83764,Project_Creation,1.6.0.6,01/04/2018_14:39:51;,delete
83768,Project_Creation,1.6.0.6,01/04/2018_14:39:53;,delete
80951,VzBLDMajorTransportPool,1.6.3.1.8,01/04/2018_14:40:35;,delete
83796,CancelNFIDProcess,1.6.8,01/04/2018_14:40:36;,delete
83810,Project_Creation,1.6.0.6,01/04/2018_14:42:39;,delete
83811,Project_Creation,1.6.0.6,01/04/2018_14:43:15;,delete
83957,Project_Creation,1.6.0.6,01/04/2018_15:56:31;,delete
83958,Project_Creation,1.6.0.6,01/04/2018_15:56:34;,delete
86090,Project_Creation,1.6.0.6,01/04/2018_18:42:51;,delete
86091,Project_Creation,1.6.0.6,01/04/2018_18:46:04;,delete
83974,Project_Creation,1.6.0.6,01/04/2018_21:56:02;,delete
83975,Project_Creation,1.6.0.6,02/04/2018_00:39:56;,delete
86117,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,02/04/2018_00:52:02;,delete
86119,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,02/04/2018_00:52:02;,delete
86120,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,02/04/2018_00:52:02;,delete
86121,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,02/04/2018_00:52:02;,delete
86123,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_00:53:30;,delete
86124,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_00:54:13;,delete
86125,Project_Creation,1.6.0.6,02/04/2018_01:48:56;,delete
86139,Project_Creation,1.6.0.6,02/04/2018_01:51:24;,delete
86153,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_01:55:59;,delete
86158,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_01:56:35;,delete
86166,Project_Creation,1.6.0.6,02/04/2018_02:02:39;,delete
83986,Project_Creation,1.6.0.6,02/04/2018_02:05:50;,delete
86188,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_02:13:51;,delete
86191,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_02:14:36;,delete
83988,Project_Creation,1.6.0.6,02/04/2018_02:15:31;,delete
83990,Project_Creation,1.6.0.6,02/04/2018_02:17:19;,delete
86192,Project_Creation,1.6.0.6,02/04/2018_02:20:28;,delete
87005,Project_Creation,1.6.0.6,02/04/2018_02:24:54;,delete
86219,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_02:27:55;,delete
86220,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_02:28:33;,delete
87012,Project_Creation,1.6.0.6,02/04/2018_02:30:15;,delete
86221,VNSP_WF_ORDER_BUILD_PROVISION,1,02/04/2018_02:30:43;,delete
86222,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_02:37:18;,delete
86223,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_02:38:15;,delete
86224,VNSP_WF_ORDER_BUILD_PROVISION,1,02/04/2018_02:44:53;,delete
86225,Project_Creation,1.6.0.6,02/04/2018_02:45:43;,delete
85027,Project_Creation,1.6.0.6,02/04/2018_02:49:32;,delete
85041,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_03:03:42;,delete
85042,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_03:04:26;,delete
85043,Project_Creation,1.6.0.6,02/04/2018_03:12:35;,delete
85045,Project_Creation,1.6.0.6,02/04/2018_03:16:52;,delete
84031,Project_Creation,1.6.0.6,02/04/2018_03:25:11;,delete
85069,Project_Creation,1.6.0.6,02/04/2018_03:40:31;,delete
85077,Project_Creation,1.6.0.6,02/04/2018_03:41:19;,delete
83989,OOFVendorInvoiceProcessing,1.2,02/04/2018_03:43:10;,delete
84068,Project_Creation,1.6.0.6,02/04/2018_03:46:16;,delete
85080,Project_Creation,1.6.0.6,02/04/2018_03:48:33;,delete
84093,Project_Creation,1.6.0.6,02/04/2018_03:48:35;,delete
84094,Project_Creation,1.6.0.6,02/04/2018_03:49:45;,delete
85081,OOFVendorDocProcessing,5.6,02/04/2018_03:52:42;,delete
84104,Project_Creation,1.6.0.6,02/04/2018_03:56:32;,delete
84106,Project_Creation,1.6.0.6,02/04/2018_03:56:36;,delete
85109,Project_Creation,1.6.0.6,02/04/2018_04:21:17;,delete
85125,JIT,1.0.7.1,02/04/2018_04:26:00;,delete
84143,JIT,1.0.7.1,02/04/2018_04:26:24;,delete
85129,JIT,1.0.7.1,02/04/2018_04:36:39;,delete
85132,JIT,1.0.7.1,02/04/2018_04:37:53;,delete
84146,Project_Creation,1.6.0.6,02/04/2018_04:41:38;,delete
84149,Project_Creation,1.6.0.6,02/04/2018_04:53:19;,delete
84150,JIT,1.0.7.1,02/04/2018_04:55:24;,delete
84155,Project_Creation,1.6.0.6,02/04/2018_04:59:00;,delete
85157,Project_Creation,1.6.0.6,02/04/2018_05:11:17;,delete
84180,Project_Creation,1.6.0.6,02/04/2018_05:11:41;,delete
85158,Project_Creation,1.6.0.6,02/04/2018_05:11:43;,delete
85159,OOFVendorDocProcessing,5.6,02/04/2018_05:11:53;,delete
85161,Project_Creation,1.6.0.6,02/04/2018_05:15:14;,delete
85173,Project_Creation,1.6.0.6,02/04/2018_05:18:52;,delete
84199,Project_Creation,1.6.0.6,02/04/2018_05:22:33;,delete
84219,CCoreDeviceSubscriber,7.1,02/04/2018_05:25:24;,delete
85179,VNSP_WF_PURGE_VNF_DB,1,02/04/2018_05:38:59;,delete
85180,VNSP_WF_PURGE_VNF_DB,1,02/04/2018_05:39:03;,delete
85178,VNSP_WF_PURGE_VNF_DB,1,02/04/2018_05:39:38;,delete
84234,Project_Creation,1.6.0.6,02/04/2018_05:41:59;,delete
84268,Project_Creation,1.6.0.6,02/04/2018_05:46:13;,delete
85194,CCoreDeviceSubscriber,7.1,02/04/2018_05:53:04;,delete
84299,CCoreDeviceSubscriber,7.1,02/04/2018_05:53:08;,delete
84303,CCoreDeviceSubscriber,7.1,02/04/2018_05:54:24;,delete
84306,CCoreDeviceSubscriber,7.1,02/04/2018_05:54:33;,delete
84308,CCoreDeviceSubscriber,7.1,02/04/2018_05:54:49;,delete
84310,CCoreDeviceSubscriber,7.1,02/04/2018_05:54:51;,delete
84295,CCoreDeviceSubscriber,7.1,02/04/2018_05:55:13;,delete
84315,CCoreDeviceSubscriber,7.1,02/04/2018_05:55:28;,delete
84321,CCoreDeviceSubscriber,7.1,02/04/2018_05:55:53;,delete
84318,CCoreDeviceSubscriber,7.1,02/04/2018_05:56:19;,delete
84314,CCoreDeviceSubscriber,7.1,02/04/2018_05:56:36;,delete
84325,CCoreDeviceSubscriber,7.1,02/04/2018_05:57:12;,delete
84328,CCoreDeviceSubscriber,7.1,02/04/2018_05:57:21;,delete
84345,Project_Creation,1.6.0.6,02/04/2018_05:57:52;,delete
84346,Project_Creation,1.6.0.6,02/04/2018_05:57:54;,delete
84330,CCoreDeviceSubscriber,7.1,02/04/2018_05:58:23;,delete
84347,OOFVendorDocProcessing,5.6,02/04/2018_05:59:25;,delete
84351,CCoreDeviceSubscriber,7.1,02/04/2018_06:00:57;,delete
84334,CCoreDeviceSubscriber,7.1,02/04/2018_06:03:23;,delete
84363,CCoreDeviceSubscriber,7.1,02/04/2018_06:03:41;,delete
84370,CCoreDeviceSubscriber,7.1,02/04/2018_06:04:11;,delete
84336,CCoreDeviceSubscriber,7.1,02/04/2018_06:04:14;,delete
85206,Project_Creation,1.6.0.6,02/04/2018_06:04:43;,delete
84349,CCoreDeviceSubscriber,7.1,02/04/2018_06:05:14;,delete
84382,CCoreDeviceSubscriber,7.1,02/04/2018_06:05:15;,delete
84394,CCoreDeviceSubscriber,7.1,02/04/2018_06:05:55;,delete
84403,CCoreDeviceSubscriber,7.1,02/04/2018_06:06:59;,delete
84380,CCoreDeviceSubscriber,7.1,02/04/2018_06:07:31;,delete
84410,Project_Creation,1.6.0.6,02/04/2018_06:08:09;,delete
85211,CCoreDeviceSubscriber,7.1,02/04/2018_06:09:08;,delete
84386,CCoreDeviceSubscriber,7.1,02/04/2018_06:09:11;,delete
85209,CCoreDeviceSubscriber,7.1,02/04/2018_06:11:36;,delete
84389,CCoreDeviceSubscriber,7.1,02/04/2018_06:12:23;,delete
85215,CCoreDeviceSubscriber,7.1,02/04/2018_06:13:21;,delete
84399,CCoreDeviceSubscriber,7.1,02/04/2018_06:13:40;,delete
85222,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_06:14:30;,delete
85223,Project_Creation,1.6.0.6,02/04/2018_06:14:32;,delete
84420,CCoreDeviceSubscriber,7.1,02/04/2018_06:15:04;,delete
85236,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_06:15:11;,delete
84426,CCoreDeviceSubscriber,7.1,02/04/2018_06:17:07;,delete
84416,CCoreDeviceSubscriber,7.1,02/04/2018_06:19:50;,delete
84430,CCoreDeviceSubscriber,7.1,02/04/2018_06:19:58;,delete
84423,CCoreDeviceSubscriber,7.1,02/04/2018_06:21:02;,delete
85242,CCoreDeviceSubscriber,7.1,02/04/2018_06:22:16;,delete
85247,CCoreDeviceSubscriber,7.1,02/04/2018_06:23:15;,delete
84446,CCoreDeviceSubscriber,7.1,02/04/2018_06:25:17;,delete
84437,CCoreDeviceSubscriber,7.1,02/04/2018_06:26:30;,delete
84441,CCoreDeviceSubscriber,7.1,02/04/2018_06:27:40;,delete
84450,Project_Creation,1.6.0.6,02/04/2018_06:28:44;,delete
85250,CCoreDeviceSubscriber,7.1,02/04/2018_06:29:23;,delete
85272,CCoreDeviceSubscriber,7.1,02/04/2018_06:34:03;,delete
85276,Project_Creation,1.6.0.6,02/04/2018_06:34:48;,delete
84473,Project_Creation,1.6.0.6,02/04/2018_06:35:34;,delete
85277,CCoreDeviceSubscriber,7.1,02/04/2018_06:38:22;,delete
85283,Project_Creation,1.6.0.6,02/04/2018_06:38:32;,delete
84485,Project_Creation,1.6.0.6,02/04/2018_06:39:06;,delete
84487,Project_Creation,1.6.0.6,02/04/2018_06:39:33;,delete
85337,Project_Creation,1.6.0.6,02/04/2018_06:41:00;,delete
85334,CCoreDeviceSubscriber,7.1,02/04/2018_06:42:13;,delete
85359,Project_Creation,1.6.0.6,02/04/2018_06:47:31;,delete
85360,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_06:53:26;,delete
85361,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_06:54:10;,delete
85362,VNSP_WF_ORDER_BUILD_PROVISION,1,02/04/2018_06:56:28;,delete
85363,VNSP_WF_ORDER_COLLECTION,1.2,02/04/2018_07:02:47;,delete
85364,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,02/04/2018_07:03:32;,delete
85365,VNSP_WF_ORDER_BUILD_PROVISION,1,02/04/2018_07:05:55;,delete
